intent,user_input,response
fallback_unknown,"Hey, Ace get into ' t understand?","Hi! I can help with tattoo design ideas, pricing, booking, availability, location, or aftercare. What would you like to know?"
fallback_unknown,"Hey, I don ' mt understand?","Hi! I can help with tattoo design ideas, pricing, booking, availability, location, or aftercare. What would you like to know?"
fallback_unknown,hello? lol,"No problem! You can ask about tattoo ideas, pricing, booking, location, or aftercare."
fallback_unknown,aloha state? lol,"No problem! You can ask about tattoo ideas, pricing, booking, location, or aftercare."
fallback_unknown,hawai'i? lol,"No problem! You can ask about tattoo ideas, pricing, booking, location, or aftercare."
fallback_unknown,howdy? lol,"No problem! You can ask about tattoo ideas, pricing, booking, location, or aftercare."
fallback_unknown,how do you do? lol,"No problem! You can ask about tattoo ideas, pricing, booking, location, or aftercare."
fallback_unknown,hawaii? lol,"No problem! You can ask about tattoo ideas, pricing, booking, location, or aftercare."
fallback_unknown,"Howdy, cool","Hello! I can help with tattoo ideas, pricing, booking appointments, studio location, or aftercare questions."
fallback_unknown,"Hi, sang froid","Hello! I can help with tattoo ideas, pricing, booking appointments, studio location, or aftercare questions."
fallback_unknown,"Hi, aplomb","Hello! I can help with tattoo ideas, pricing, booking appointments, studio location, or aftercare questions."
fallback_unknown,oklahoma?,"Hello! I can help with tattoo ideas, pricing, booking appointments, studio location, or aftercare questions."
fallback_unknown,okay?,"Hello! I can help with tattoo ideas, pricing, booking appointments, studio location, or aftercare questions."
fallback_unknown,o.k.?,"Hello! I can help with tattoo ideas, pricing, booking appointments, studio location, or aftercare questions."
fallback_unknown,that aid thanks,"Hi! I can help with tattoo design ideas, pricing, booking, availability, location, or aftercare. What would you like to know?"
fallback_unknown,that serve thanks,"Hi! I can help with tattoo design ideas, pricing, booking, availability, location, or aftercare. What would you like to know?"
fallback_unknown,that assist thanks,"Hi! I can help with tattoo design ideas, pricing, booking, availability, location, or aftercare. What would you like to know?"
fallback_unknown,that help thanks,"Hi! I can help with tattoo design ideas, pricing, booking, availability, location, or aftercare. What would you like to know?"
fallback_unknown,sounds undecomposed lol,"I’m here to help with tattoo design ideas, pricing, booking, availability, location, or aftercare."
fallback_unknown,sounds honest lol,"I’m here to help with tattoo design ideas, pricing, booking, availability, location, or aftercare."
fallback_unknown,audio good lol,"I’m here to help with tattoo design ideas, pricing, booking, availability, location, or aftercare."
fallback_unknown,sounds adept lol,"I’m here to help with tattoo design ideas, pricing, booking, availability, location, or aftercare."
fallback_unknown,sound good lol,"I’m here to help with tattoo design ideas, pricing, booking, availability, location, or aftercare."
fallback_unknown,strait good lol,"I’m here to help with tattoo design ideas, pricing, booking, availability, location, or aftercare."
fallback_unknown,"Hi, what serve you set?","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
fallback_unknown,"Hi, what perform you make?","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
fallback_unknown,"Hi, what do you serve?","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
fallback_unknown,"Howdy, what do you do?","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
fallback_unknown,"Hey, how do you do thanks","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
fallback_unknown,"Hey, hawai'i thanks","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
fallback_unknown,"Hey, hawaii thanks","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
fallback_unknown,"Hey, hello thanks","Hey! Let me know if you want help with booking, pricing, tattoo ideas, or aftercare."
